,context,word,POS
1807,"Один футболист, который получил",награду,NOUN
1808,"Один футболист, который получил",кубок,NOUN
1809,"Один футболист, который получил",приз,NOUN
1810,Не поручайте,мне,PRON
1811,Не поручайте,никому,PRON
1812,Не поручайте,другим,ADJ
1813,Не поручайте,меня,PRON
1814,Не поручайте,себе,PRON
1815,Не поручайте,дела,NOUN
1816,Не поручайте,дел,NOUN
1817,Не поручайте,дело,NOUN
1818,Не поручайте,работу,NOUN
1819,Не поручайте,этого,PRON
1820,Не поручайте,никогда,ADV
1821,Не поручайте,тем,PRON
1822,Не поручайте,ответственные,ADJ
1823,Не поручайте,сложные,ADJ
1824,Не поручайте,важных,ADJ
1825,Не поручайте,ничего,PRON
1826,Не поручайте,сложного,ADJ
1827,Не поручайте,это,PRON
1828,Не поручайте,поручайте,VERB
1829,Не поручайте,важного,ADJ
1830,Не поручайте,никаких,DET
1831,Не поручайте,то,PRON
1832,Не поручайте,важные,ADJ
1833,Не поручайте,сложных,ADJ
1834,Не поручайте,детям,NOUN
1835,Не поручайте,людям,NOUN
1836,Не поручайте,детей,NOUN
1837,Не поручайте,идиотам,NOUN
1838,Не поручайте,ему,PRON
1839,Не поручайте,этому,PRON
1840,Не поручайте,ей,PRON
1841,Каждое утро на самый верх,колокольни,NOUN
1842,Каждое утро на самый верх,горы,NOUN
1843,Каждое утро на самый верх,сосны,NOUN
1844,Каждое утро на самый верх,дерева,NOUN
1845,Каждое утро на самый верх,м,NOUN
1846,Каждое утро на самый верх,взлетал,VERB
1847,Каждое утро на самый верх,залезает,VERB
1848,Каждое утро на самый верх,и,CCONJ
1849,Каждое утро на самый верх,заползали,VERB
1850,Каждое утро на самый верх,она,PRON
1851,Каждое утро на самый верх,едут,VERB
1852,Каждое утро на самый верх,ходил,VERB
1853,Каждое утро на самый верх,он,PRON
1854,Каждое утро на самый верх,башни,NOUN
1855,Каждое утро на самый верх,лестницы,NOUN
1856,Каждое утро на самый верх,крыши,NOUN
1857,"Я слезал, щупал",камни,NOUN
1858,"Я слезал, щупал",поверхность,NOUN
1859,"Я слезал, щупал",руками,NOUN
1860,"Я слезал, щупал",пальцами,NOUN
1861,"Я слезал, щупал",землю,NOUN
1862,"Я слезал, щупал",ногу,NOUN
1863,"Я слезал, щупал",колено,NOUN
1864,"Я слезал, щупал",стену,NOUN
1865,"Я слезал, щупал",уши,NOUN
1866,"Я слезал, щупал",а,CCONJ
1867,"Я слезал, щупал",и,CCONJ
1868,"Я слезал, щупал",в,ADP
1869,"Я слезал, щупал",этот,DET
1870,"Я слезал, щупал",осторожно,ADV
1871,Работы выполняет,прораб,NOUN
1872,Работы выполняет,объединение,NOUN
1873,Работы выполняет,фирма,NOUN
1874,Работы выполняет,студент,NOUN
1875,Работы выполняет,курсант,NOUN
1876,Работы выполняет,организация,NOUN
1877,Работы выполняет,группа,NOUN
1878,Работы выполняет,подрядчик,NOUN
1879,Работы выполняет,отряд,NOUN
1880,Работы выполняет,квалифицированный,ADJ
1881,Работы выполняет,один,NUM
1882,Работы выполняет,подрядная,ADJ
1883,Работы выполняет,только,PART
1884,Наши власти позволяют себе,слишком,ADV
1885,Наши власти позволяют себе,нарушать,VERB
1886,Наши власти позволяют себе,творить,VERB
1887,Наши власти позволяют себе,забыть,VERB
1888,Наши власти позволяют себе,больше,ADV
1889,Наши власти позволяют себе,вольности,NOUN
1890,Наши власти позволяют себе,многое,NOUN
1891,Наши власти позволяют себе,грабить,VERB
1892,Наши власти позволяют себе,наживаться,VERB
1893,Здесь потребуется,помощь,NOUN
1894,Здесь потребуется,нож,NOUN
1895,Здесь потребуется,уборка,NOUN
1896,Здесь потребуется,сила,NOUN
1897,Здесь потребуется,р,NOUN
1898,Здесь потребуется,очень,ADV
1899,Здесь потребуется,дополнительная,ADJ
1900,Здесь потребуется,приложить,VERB
1901,Здесь потребуется,много,ADV
1902,Здесь потребуется,не,PART
1903,Здесь потребуется,немало,ADV
1904,Здесь потребуется,немного,ADV
1905,Здесь потребуется,твоя,DET
1906,Здесь потребуется,все,PRON
1907,Здесь потребуется,уникальная,ADJ
1908,Он был очень,взволнован,VERB
1909,Он был очень,обижен,VERB
1910,Он был очень,высоким,ADJ
1911,Он был очень,разговорчив,VERB
1912,Он был очень,зол,NOUN
1913,Он был очень,сложным,ADJ
1914,Он был очень,сильно,ADV
1915,Он был очень,привлекателен,ADJ
1916,Он был очень,красив,ADJ
1917,Он был очень,обрадован,VERB
1918,Он был очень,красивым,ADJ
1919,Он был очень,ворчливым,ADJ
1920,Он был очень,эмоциональным,ADJ
1921,Он был очень,начитанным,VERB
1922,Он был очень,скромным,ADJ
1923,Он был очень,богатым,ADJ
1924,И не надо ставить это целью,нашей,DET
1925,И не надо ставить это целью,твоей,DET
1926,И не надо ставить это целью,вашего,DET
1927,И не надо ставить это целью,нашего,DET
1928,И не надо ставить это целью,своих,DET
1929,И не надо ставить это целью,вашей,DET
1930,И не надо ставить это целью,своей,DET
1931,И не надо ставить это целью,своего,DET
1932,И не надо ставить это целью,для,ADP
1933,И не надо ставить это целью,жизни,NOUN
1934,И не надо ставить это целью,разговора,NOUN
1935,И не надо ставить это целью,поскольку,SCONJ
1936,И не надо ставить это целью,между,ADP
1937,И не надо ставить это целью,устал,VERB
1938,И не надо ставить это целью,было,VERB
1939,И не надо ставить это целью,вено,NOUN
1940,И не надо ставить это целью,всего,PRON
1941,И не надо ставить это целью,всей,DET
1942,В сюжете этого фильма какие-то,ситуации,NOUN
1943,В сюжете этого фильма какие-то,эпизоды,NOUN
1944,В сюжете этого фильма какие-то,странности,NOUN
1945,В сюжете этого фильма какие-то,детали,NOUN
1946,В сюжете этого фильма какие-то,неточности,NOUN
1947,В сюжете этого фильма какие-то,дыры,NOUN
1948,В сюжете этого фильма какие-то,проблески,NOUN
1949,В сюжете этого фильма какие-то,несоответствия,NOUN
1950,В сюжете этого фильма какие-то,диалоги,NOUN
1951,В сюжете этого фильма какие-то,нестыковки,NOUN
1952,В сюжете этого фильма какие-то,факты,NOUN
1953,В сюжете этого фильма какие-то,ошибки,NOUN
1954,В сюжете этого фильма какие-то,странные,ADJ
1955,В сюжете этого фильма какие-то,непонятные,ADJ
1956,В сюжете этого фильма какие-то,новые,ADJ
1957,В сюжете этого фильма какие-то,неясные,ADJ
1958,В сюжете этого фильма какие-то,не,PART
1959,В сюжете этого фильма какие-то,в,ADP
1960,В сюжете этого фильма какие-то,неизвестные,ADJ
1961,В сюжете этого фильма какие-то,критики,NOUN
1962,В сюжете этого фильма какие-то,люди,NOUN
1963,В сюжете этого фильма какие-то,чудища,NOUN
1964,В сюжете этого фильма какие-то,школьники,NOUN
1965,В сюжете этого фильма какие-то,герои,NOUN
1966,В сюжете этого фильма какие-то,персонажи,NOUN
1967,В сюжете этого фильма какие-то,негодяи,NOUN
1968,В сюжете этого фильма какие-то,пришельцы,NOUN
1969,На запись голоса,я,PRON
1970,На запись голоса,могут,VERB
1971,На запись голоса,в,ADP
1972,На запись голоса,потребовалось,VERB
1973,На запись голоса,потребуется,VERB
1974,На запись голоса,ушло,VERB
1975,На запись голоса,наложили,VERB
1976,На запись голоса,влияет,VERB
1977,На запись голоса,влияют,VERB
1978,На запись голоса,прилетают,VERB
1979,На запись голоса,приглашены,VERB
1981,На запись голоса,уходит,VERB
1982,На запись голоса,накладывается,VERB
1983,На запись голоса,необходимо,ADJ
1984,На запись голоса,для,ADP
1985,На запись голоса,собралось,VERB
1986,На запись голоса,выделяется,VERB
1987,На запись голоса,нужно,ADJ
1988,На запись голоса,нашей,DET
1989,На запись голоса,наложена,VERB
1990,На запись голоса,этой,DET
1991,На запись голоса,пригласили,VERB
1992,На запись голоса,повлиял,VERB
1993,На запись голоса,не,PART
1994,На запись голоса,откликнется,VERB
1995,На запись голоса,на,ADP
1996,На запись голоса,пришли,VERB
1997,На запись голоса,из,ADP
1998,На запись голоса,повлияло,VERB
1999,На запись голоса,требуются,VERB
2000,На запись голоса,стоматолога,NOUN
2001,На запись голоса,рахманинова,NOUN
2002,На запись голоса,певица,NOUN
2003,На запись голоса,люди,NOUN
2004,На запись голоса,актера,NOUN
2005,Приблизительно в центре тайги,лось,NOUN
2006,Приблизительно в центре тайги,находится,VERB
2007,Приблизительно в центре тайги,находятся,VERB
2008,Приблизительно в центре тайги,находилась,VERB
2009,Приблизительно в центре тайги,был,VERB
2010,Приблизительно в центре тайги,мы,PRON
2011,Приблизительно в центре тайги,стояла,VERB
2012,Приблизительно в центре тайги,расположен,ADJ
2013,Приблизительно в центре тайги,стоял,VERB
2014,Приблизительно в центре тайги,расположился,VERB
2015,Создать настоящие шедевры вам помогут,такие,DET
2016,Создать настоящие шедевры вам помогут,или,CCONJ
2017,Создать настоящие шедевры вам помогут,в,ADP
2018,Создать настоящие шедевры вам помогут,наши,DET
2019,Создать настоящие шедевры вам помогут,эти,DET
2020,Создать настоящие шедевры вам помогут,сосредоточенность,NOUN
2021,Создать настоящие шедевры вам помогут,краски,NOUN
2022,Создать настоящие шедевры вам помогут,учителя,NOUN
2023,Создать настоящие шедевры вам помогут,кисти,NOUN
2024,"Считается, что коллекционирование",марок,NOUN
2025,"Считается, что коллекционирование",монет,NOUN
2026,"Считается, что коллекционирование",картин,NOUN
2027,"Считается, что коллекционирование",развивает,VERB
2028,"Считается, что коллекционирование",это,PRON
2030,Старый шкаф,весь,DET
2031,Старый шкаф,заполненный,VERB
2032,Старый шкаф,с,ADP
2033,Старый шкаф,был,VERB
2034,Старый шкаф,не,PART
2035,Старый шкаф,стоял,VERB
2036,Старый шкаф,выкинули,VERB
2037,Старый шкаф,жалко,ADV
2038,Старый шкаф,хранил,VERB
2039,Старый шкаф,скрипел,NOUN
2040,Старый шкаф,пережил,VERB
2041,Старый шкаф,давно,ADV
2042,Старый шкаф,упал,VERB
2043,Старый шкаф,разваливался,VERB
2044,Старый шкаф,пылился,VERB
2045,Старый шкаф,уже,ADV
2046,Старый шкаф,совсем,ADV
2047,Старый шкаф,в,ADP
2048,Старый шкаф,простоял,VERB
2049,Старый шкаф,видавший,VERB
2050,Старый шкаф,открывался,VERB
2051,Старый шкаф,покрыт,VERB
2052,Старый шкаф,потрескался,VERB
2053,Старый шкаф,скрипит,VERB
2054,Старый шкаф,мирно,ADV
2055,Старый шкаф,еще,ADV
2056,Старый шкаф,поскрипывал,VERB
2057,Старый шкаф,из,ADP
2058,Клиенты воровали из ресторана,посуду,NOUN
2059,Клиенты воровали из ресторана,еду,NOUN
2060,Клиенты воровали из ресторана,вилки,NOUN
2061,Клиенты воровали из ресторана,салфетки,NOUN
2062,Клиенты воровали из ресторана,ложки,NOUN
2063,Клиенты воровали из ресторана,столовые,ADJ
2064,"Думаю, большой",чайник,NOUN
2065,"Думаю, большой",процент,NOUN
2066,"Думаю, большой",вклад,NOUN
2067,"Думаю, большой",плюс,NOUN
2068,"Думаю, большой",опыт,NOUN
2069,"Думаю, большой",дом,NOUN
2070,"Думаю, большой",заслугой,NOUN
2071,"Думаю, большой",мешок,NOUN
2072,"Думаю, большой",перевес,NOUN
2073,"Думаю, большой",успех,NOUN
2074,"Думаю, большой",взрыв,NOUN
2075,"Думаю, большой",стол,NOUN
2076,"Думаю, большой",член,NOUN
2077,"Думаю, большой",куш,NOUN
2078,"Думаю, большой",сюрприз,NOUN
2079,"Думаю, большой",нос,NOUN
2080,"Думаю, большой",ошибкой,NOUN
2081,"Думаю, большой",кусок,NOUN
2082,"Думаю, большой",пирог,NOUN
2083,"Думаю, большой",вопрос,NOUN
2084,"Думаю, большой",город,NOUN
2085,"Думаю, большой",популярностью,NOUN
2086,"Думаю, большой",автобус,NOUN
2087,"Думаю, большой",шар,NOUN
2088,"Думаю, большой",шум,NOUN
2089,"Думаю, большой",спрос,NOUN
2090,"Думаю, большой",слон,NOUN
2091,"Думаю, большой",беды,NOUN
2092,"Думаю, большой",и,CCONJ
2093,"Думаю, большой",адронный,ADJ
2094,"Думаю, большой",минус,NOUN
2096,Применение микросхемы,является,VERB
2097,Применение микросхемы,позволило,VERB
2098,Применение микросхемы,сможет,VERB
2099,Применение микросхемы,зависит,VERB
2100,Применение микросхемы,позволит,VERB
2101,Применение микросхемы,приведет,VERB
2102,Применение микросхемы,при,ADP
2103,Применение микросхемы,для,ADP
2104,Применение микросхемы,в,ADP
2105,Применение микросхемы,к,ADP
2106,Применение микросхемы,китая,NOUN
2107,Применение микросхемы,даст,VERB
2108,Душа требовала,песен,NOUN
2109,Душа требовала,продолжения,NOUN
2110,Душа требовала,зрелищ,NOUN
2111,Душа требовала,выхода,NOUN
2112,Душа требовала,пищи,NOUN
2113,Душа требовала,пива,NOUN
2114,Душа требовала,колбасы,NOUN
2115,Душа требовала,песни,NOUN
2116,Душа требовала,алкоголя,NOUN
2117,Душа требовала,танцев,NOUN
2118,Душа требовала,сыра,NOUN
2119,Душа требовала,денег,NOUN
2120,Душа требовала,разврата,NOUN
2121,Душа требовала,высокого,ADJ
2122,Душа требовала,выпить,VERB
2123,Душа требовала,еще,ADV
2124,Душа требовала,невозможного,ADJ
2125,Душа требовала,от,ADP
2126,Душа требовала,напиться,VERB
2127,Душа требовала,полета,NOUN
2128,Душа требовала,покоя,NOUN
2129,Душа требовала,действий,NOUN
2130,Душа требовала,солнца,NOUN
2131,Душа требовала,свободы,NOUN
2132,Душа требовала,любви,NOUN
2133,Душа требовала,праздника,NOUN
2134,Душа требовала,ласки,NOUN
2135,Душа требовала,приключений,NOUN
2136,Душа требовала,отдыха,NOUN
2137,Душа требовала,развлечений,NOUN
2138,Душа требовала,перемен,NOUN
2139,Душа требовала,чего-то,PRON
2140,Душа требовала,прекрасного,ADJ
2141,Душа требовала,чего-нибудь,PRON
2142,Он ловко поддел концом,кнута,NOUN
2143,Он ловко поддел концом,нитки,NOUN
2144,Он ловко поддел концом,петлю,NOUN
2145,Он ловко поддел концом,могли,VERB
2146,Он ловко поддел концом,ее,PRON
2147,Он ловко поддел концом,чего,PRON
2148,Он ловко поддел концом,легко,ADJ
2149,Он ловко поддел концом,шила,VERB
2150,Он ловко поддел концом,и,CCONJ
2151,Он ловко поддел концом,два,NUM
2152,Он ловко поддел концом,своей,DET
2153,Он ловко поддел концом,что-то,PRON
2154,Он ловко поддел концом,багра,NOUN
2155,Он ловко поддел концом,кольцо,NOUN
2156,Он ловко поддел концом,палки,NOUN
2157,Он ловко поддел концом,ложки,NOUN
2158,Он ловко поддел концом,удочки,NOUN
2159,Он ловко поддел концом,шпаги,NOUN
2160,Он ловко поддел концом,трости,NOUN
2161,Он ловко поддел концом,иглы,NOUN
2162,Он ловко поддел концом,вилки,NOUN
2163,Он ловко поддел концом,веревки,NOUN
2164,Он ловко поддел концом,зонта,NOUN
2165,Он ловко поддел концом,карандаша,NOUN
2166,Он ловко поддел концом,иголки,NOUN
2167,Он ловко поддел концом,лопаты,NOUN
2168,Он ловко поддел концом,острия,NOUN
2169,Он ловко поддел концом,весла,NOUN
2170,Он ловко поддел концом,концом,NOUN
2171,Он ловко поддел концом,клюшки,NOUN
2172,Он ловко поддел концом,палку,NOUN
2173,Он ловко поддел концом,крючка,NOUN
2174,Он ловко поддел концом,проволоки,NOUN
2175,Он ловко поддел концом,скальпеля,NOUN
2176,Он ловко поддел концом,лома,NOUN
2177,Он ловко поддел концом,хвоста,NOUN
2178,Он ловко поддел концом,ракетки,NOUN
2179,Он ловко поддел концом,ручки,NOUN
2180,Он ловко поддел концом,ножа,NOUN
2181,Очень тогда,хотелось,VERB
2182,Очень тогда,было,VERB
2183,Очень тогда,не,PART
2184,Очень тогда,разозлился,VERB
2185,Очень тогда,жаль,ADV
2186,Очень тогда,хочется,VERB
2187,Очень тогда,а,CCONJ
2188,Очень тогда,сказать,VERB
2189,Очень тогда,мне,PRON
2190,Очень тогда,я,PRON
2191,Очень тогда,еще,ADV
2192,Очень тогда,видится,VERB
2193,Очень тогда,совершит,VERB
2194,Очень тогда,сильно,ADV
2195,Очень тогда,получается,VERB
2196,Очень тогда,мы,PRON
2197,Очень тогда,расстроилась,VERB
2198,Очень тогда,приятно,ADJ
2199,Очень тогда,хорошо,ADJ
2200,Очень тогда,испугалась,VERB
2201,Очень тогда,нам,ADP
2202,Очень тогда,ясно,ADJ
2203,Очень тогда,весело,ADJ
2204,Очень тогда,получилось,VERB
2205,Очень тогда,удивился,VERB
2206,Очень тогда,тяжело,ADJ
2207,Очень тогда,река,NOUN
2208,Очень тогда,когда,ADV
2209,Очень тогда,ли,PART
2210,Очень тогда,рад,ADJ
2211,В вопросе послышался упрёк,в,ADP
2212,В вопросе послышался упрёк,но,CCONJ
2213,В вопросе послышался упрёк,и,CCONJ
2214,В вопросе послышался упрёк,всем,PRON
2215,В вопросе послышался упрёк,относительно,ADV
2216,В вопросе послышался упрёк,по,ADP
2217,В вопросе послышался упрёк,обманутой,ADJ
2218,В вопросе послышался упрёк,провинившемуся,VERB
2219,В качестве примера приводится,случай,NOUN
2220,В качестве примера приводится,качество,NOUN
2221,В качестве примера приводится,решение,NOUN
2222,В качестве примера приводится,ситуация,NOUN
2223,В качестве примера приводится,предложение,NOUN
2224,В качестве примера приводится,суждение,NOUN
2225,В качестве примера приводится,гипербола,NOUN
2226,В качестве примера приводится,цитата,NOUN
2227,В качестве примера приводится,задача,NOUN
2228,В качестве примера приводится,статистика,NOUN
2229,В качестве примера приводится,высказывание,NOUN
2230,В качестве примера приводится,изображение,NOUN
2231,В качестве примера приводится,явление,NOUN
2232,В качестве примера приводится,эксперимент,NOUN
2233,В качестве примера приводится,слово,NOUN
2234,В качестве примера приводится,опыт,NOUN
2235,В качестве примера приводится,рассказ,NOUN
2236,В качестве примера приводится,факт,NOUN
2237,В качестве примера приводится,аргумент,NOUN
2238,В качестве примера приводится,уравнение,NOUN
2239,В качестве примера приводится,текст,NOUN
2240,В качестве примера приводится,этот,DET
2241,В качестве примера приводится,стандартная,ADJ
2242,В качестве примера приводится,это,PRON
2243,В качестве примера приводится,типичный,ADJ
2244,В качестве примера приводится,различные,ADJ
2245,В качестве примера приводится,тот,DET
2246,В качестве примера приводится,следующее,ADJ
2247,В качестве примера приводится,одно,NUM
2248,В качестве примера приводится,следующий,ADJ
2249,В качестве примера приводится,первый,ADJ
2250,В качестве примера приводится,немецкий,ADJ
2251,В качестве примера приводится,такой,DET
2252,В качестве примера приводится,омерзительно,ADJ
2253,В качестве примера приводится,что-то,PRON
2254,В качестве примера приводится,лучший,ADJ
2255,В качестве примера приводится,и,CCONJ
2256,В качестве примера приводится,с,ADP
2257,В качестве примера приводится,отдельный,ADJ
2258,В качестве примера приводится,история,NOUN
2259,В тот момент,когда,ADV
2260,В тот момент,он,PRON
2261,В тот момент,я,PRON
2262,В тот момент,появился,VERB
2263,В тот момент,мне,PRON
2264,В тот момент,она,PRON
2265,В тот момент,никто,PRON
2266,В тот момент,это,PRON
2267,В тот момент,показалось,VERB
2268,В тот момент,нужно,ADJ
2269,В тот момент,ему,PRON
2270,В тот момент,мы,PRON
2271,У мамы есть,мечта,NOUN
2272,У мамы есть,сумка,NOUN
2273,У мамы есть,книга,NOUN
2274,У мамы есть,опыт,NOUN
2275,У мамы есть,талант,NOUN
2276,У мамы есть,привычка,NOUN
2277,У мамы есть,духи,NOUN
2278,У мамы есть,работа,NOUN
2279,У мамы есть,увлечение,NOUN
2280,У мамы есть,чувство,NOUN
2281,У мамы есть,вещь,NOUN
2282,У мамы есть,надежда,NOUN
2283,У мамы есть,возможность,NOUN
2284,У мамы есть,котенок,NOUN
2285,У мамы есть,причина,NOUN
2286,У мамы есть,пирог,NOUN
2287,У мамы есть,лопата,NOUN
2288,У мамы есть,кошка,NOUN
2289,У мамы есть,аккаунт,NOUN
2290,У мамы есть,платье,NOUN
2291,У мамы есть,красивое,ADJ
2292,У мамы есть,любимая,ADJ
2293,У мамы есть,две,NUM
2294,У мамы есть,один,NUM
2295,У мамы есть,много,ADV
2296,У мамы есть,одна,NUM
2297,У мамы есть,одно,NUM
2298,У мамы есть,то,PRON
2299,У мамы есть,мы,PRON
2300,У мамы есть,два,NUM
2301,У мамы есть,несколько,NUM
2302,У мамы есть,старый,ADJ
2303,У мамы есть,таинственное,ADJ
2304,У мамы есть,хороший,ADJ
2305,У мамы есть,нечто,PRON
2306,У мамы есть,красивая,ADJ
2307,У мамы есть,три,NUM
2308,У мамы есть,немного,ADV
2309,У мамы есть,я,PRON
2310,У мамы есть,небольшой,ADJ
2311,У мамы есть,новый,ADJ
2312,У мамы есть,папа,NOUN
2313,У мамы есть,ребенок,NOUN
2314,У мамы есть,любимый,ADJ
2315,У мамы есть,сестра,NOUN
2316,У мамы есть,сын,NOUN
2317,У мамы есть,дочь,NOUN
2318,У мамы есть,друг,NOUN
2319,У мамы есть,любовник,NOUN
2320,У мамы есть,подруга,NOUN
2330,В лесу ветром,срывало,VERB
2331,В лесу ветром,создается,VERB
2332,В лесу ветром,пахло,VERB
2333,В лесу ветром,нанесло,VERB
2334,В лесу ветром,намело,VERB
2335,В лесу ветром,навеяло,VERB
2336,В лесу ветром,надуло,VERB
2337,В лесу ветром,раскачало,VERB
2338,В лесу ветром,сорвало,VERB
2339,В лесу ветром,занесенный,VERB
2340,В лесу ветром,занесло,VERB
2341,В лесу ветром,подуло,VERB
2342,В лесу ветром,доносятся,VERB
2343,В лесу ветром,а,CCONJ
2344,В лесу ветром,очень,ADV
2345,В лесу ветром,несся,VERB
2346,В лесу ветром,свалило,VERB
2347,В лесу ветром,гнуло,VERB
2348,В лесу ветром,качало,NOUN
2349,В лесу ветром,сдуло,VERB
2350,В лесу ветром,унесло,VERB
2351,В лесу ветром,повалило,VERB
2352,В лесу ветром,гнет,NOUN
2353,В лесу ветром,снесло,VERB
2354,В лесу ветром,сломало,VERB
2355,В лесу ветром,нагибало,VERB
2356,В лесу ветром,колыхало,VERB
2357,В лесу ветром,вырвало,VERB
2358,В лесу ветром,погнуло,VERB
2359,В лесу ветром,качает,VERB
2360,В лесу ветром,сдувало,VERB
2361,В лесу ветром,наклонило,VERB
2362,В лесу ветром,разносило,VERB
2363,В лесу ветром,обдувало,VERB
2364,В лесу ветром,шевелили,VERB
2365,В лесу ветром,поломало,VERB
2366,В лесу ветром,клонило,VERB
2367,В лесу ветром,разбросало,VERB
2368,В лесу ветром,наломало,VERB
2369,В лесу ветром,кренило,VERB
2370,В лесу ветром,трепало,VERB
2371,Государством предлагается,управлять,VERB
2372,Государством предлагается,пройти,VERB
2373,Государством предлагается,такой,DET
2374,Государством предлагается,несколько,NUM
2375,Государством предлагается,множество,NOUN
2376,Государством предлагается,уникальная,ADJ
2377,Государством предлагается,стандарт,NOUN
2378,Государством предлагается,набор,NOUN
2379,Государством предлагается,программа,NOUN
2380,Государством предлагается,сделать,VERB
2381,Государством предлагается,ввести,VERB
2382,Государством предлагается,принять,VERB
2383,Государством предлагается,использовать,VERB
2384,Если мы позволим этим людям,поступить,VERB
2385,Если мы позволим этим людям,использовать,VERB
2386,Если мы позволим этим людям,делать,VERB
2387,Если мы позволим этим людям,применить,VERB
2388,Если мы позволим этим людям,сделать,VERB
2389,Если мы позволим этим людям,завладеть,VERB
2390,Если мы позволим этим людям,есть,VERB
2391,Если мы позволим этим людям,вести,VERB
2392,Если мы позволим этим людям,найти,VERB
2393,Если мы позволим этим людям,совершить,VERB
2394,Если мы позволим этим людям,пользоваться,VERB
2395,Если мы позволим этим людям,так,ADV
2396,Если мы позволим этим людям,что,PRON
2397,Если мы позволим этим людям,к,ADP
2398,Если мы позволим этим людям,продолжать,VERB
2399,Володя каким-то образом,знал,VERB
2400,Володя каким-то образом,получил,VERB
2401,Володя каким-то образом,смог,VERB
2402,Володя каким-то образом,пилил,VERB
2403,Володя каким-то образом,нашел,VERB
2404,Володя каким-то образом,сумел,VERB
2405,Володя каким-то образом,умудрился,VERB
2406,Володя каким-то образом,оказался,VERB
2407,Володя каким-то образом,хотел,VERB
2408,Володя каким-то образом,почувствовал,VERB
2409,Володя каким-то образом,заговорил,VERB
2410,Володя каким-то образом,догадался,VERB
2411,Володя каким-то образом,был,VERB
2412,Володя каким-то образом,пришел,VERB
2413,Володя каким-то образом,взял,VERB
2414,Володя каким-то образом,стал,VERB
2415,Володя каким-то образом,решил,VERB
2416,Володя каким-то образом,улетел,VERB
2417,Володя каким-то образом,зашел,VERB
2418,Володя каким-то образом,упал,VERB
2419,Володя каким-то образом,начал,VERB
2420,Володя каким-то образом,встал,VERB
2421,Володя каким-то образом,мог,VERB
2422,Володя каким-то образом,ушел,VERB
2423,Володя каким-то образом,добрался,VERB
2424,Володя каким-то образом,непостижимым,ADJ
2425,Володя каким-то образом,самолет,NOUN
2426,Володя каким-то образом,увидел,VERB
2427,Володя каким-то образом,сделал,VERB
2428,Володя каким-то образом,угадывал,VERB
2429,Володя каким-то образом,понял,VERB
2430,Володя каким-то образом,угадал,VERB
2431,Володя каким-то образом,узнал,VERB
2432,На привале у озера,мы,PRON
2433,На привале у озера,все,PRON
2434,На привале у озера,лежит,VERB
2435,На привале у озера,охотники,NOUN
2436,На привале у озера,я,PRON
2437,На привале у озера,они,PRON
2438,На привале у озера,туристы,NOUN
2439,На привале у озера,было,VERB
2440,На привале у озера,развели,VERB
2441,На привале у озера,расположились,VERB
2442,На привале у озера,сидели,VERB
2443,На привале у озера,три,NUM
2444,На привале у озера,он,PRON
2445,На привале у озера,разбили,VERB
2446,На привале у озера,альпинисты,NOUN
2447,На привале у озера,разожгли,VERB
2448,На привале у озера,стоял,VERB
2449,На привале у озера,собрались,VERB
2450,На привале у озера,поляны,NOUN
2451,На привале у озера,разложили,VERB
2452,На привале у озера,отдыхали,VERB
2453,На привале у озера,оказались,VERB
2454,На привале у озера,случился,VERB
2455,На привале у озера,нам,ADP
2456,На привале у озера,караси,NOUN
2457,Можно будет,собрать,VERB
2458,Можно будет,погулять,VERB
2459,Можно будет,сделать,VERB
2460,Можно будет,использовать,VERB
2461,Можно будет,отдохнуть,VERB
2462,Можно будет,увидеть,VERB
2463,Можно будет,зайти,VERB
2464,Можно будет,соорудить,VERB
2465,Можно будет,купить,VERB
2466,Можно будет,заказать,VERB
2467,Можно будет,делать,VERB
2468,Можно будет,предположить,VERB
2469,Можно будет,выяснить,VERB
2470,Можно будет,сказать,VERB
2471,Можно будет,танцевать,VERB
2472,Можно будет,догадаться,VERB
2473,Можно будет,сходить,VERB
2474,Можно будет,поехать,VERB
2475,Можно будет,найти,VERB
2476,Можно будет,назвать,VERB
2477,Можно будет,позвонить,VERB
2478,Можно будет,работать,VERB
2479,Можно будет,узнать,VERB
2480,Можно будет,приехать,VERB
2481,Можно будет,съесть,VERB
2482,Можно будет,попробовать,VERB
2483,Можно будет,посмотреть,VERB
2484,Можно будет,встретиться,VERB
2485,Можно будет,поинтересоваться,VERB
2486,Можно будет,попросить,VERB
2487,Можно будет,прикинуться,VERB
2488,Можно будет,прийти,VERB
2489,Можно будет,установить,VERB
2490,Можно будет,договориться,VERB
2491,Можно будет,мне,PRON
2492,Можно будет,хорошо,ADJ
2493,Можно будет,завтра,ADV
2494,Можно будет,пойти,VERB
2495,Можно будет,взять,VERB
2496,В бассейне,явления,NOUN
2497,В бассейне,ситуации,NOUN
2498,В бассейне,слова,NOUN
2499,В бассейне,города,NOUN
2500,В бассейне,гипотезы,NOUN
2501,В бассейне,вещи,NOUN
2502,В бассейне,объекты,NOUN
2503,В бассейне,предложения,NOUN
2504,В бассейне,способы,NOUN
2505,В бассейне,мантры,NOUN
2506,В бассейне,иллюстрации,NOUN
2507,В бассейне,места,NOUN
2508,В бассейне,образ,NOUN
2509,В бассейне,множества,NOUN
2510,В бассейне,типы,NOUN
2511,В бассейне,понятия,NOUN
2512,В бассейне,условия,NOUN
2513,В бассейне,мнения,NOUN
